"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","test_part","worker_id","corr_resp","probe","target","foil1","dist1","foil1Pos","foil2","dist2","foil2Pos","condition","question","roomNum","sameRoom","context"
"3909","<p>In the video you just watched, in which room did this object appear?</p><p><img src= 'images/stimuli/19.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","html-keyboard-response","14","124813","0.0-5.0-3.1","roomType","8270","1","","","","","","","","","7","","41","",""
"null","","null","html-keyboard-response","15","125313","0.0-5.0-4.1","blank","","","","","","","","","","","","","","",""
"800","<p>In the video you just watched, on which table did the object appear?</p><p><img src= 'images/stimuli/19.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","49","html-keyboard-response","16","126116","0.0-5.0-5.1","tableNum","8270","3","","","","","","","","","7","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","17","126617","0.0-5.0-0.2","fixation","","","","","","","","","","","","","","",""
"3612","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?</p><p><img src= 'images/stimuli/16.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/23.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/85.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/9.png' style='width:100%'>3</p></div></div>","50","html-keyboard-response","18","130232","0.0-5.0-1.2","temporalOrder","8270","1","16","images/stimuli/23.png","images/stimuli/85.png","-25","2","images/stimuli/9.png","13","3","7","In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?","36","1","within-walls"
"null","","null","html-keyboard-response","19","130734","0.0-5.0-2.2","blank","","","","","","","","","","","","","","",""
"1717","<p>In the video you just watched, in which room did this object appear?</p><p><img src= 'images/stimuli/16.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","html-keyboard-response","20","132453","0.0-5.0-3.2","roomType","8270","2","","","","","","","","","7","","36","",""
"null","","null","html-keyboard-response","21","132955","0.0-5.0-4.2","blank","","","","","","","","","","","","","","",""
"799","<p>In the video you just watched, on which table did the object appear?</p><p><img src= 'images/stimuli/16.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","49","html-keyboard-response","22","133756","0.0-5.0-5.2","tableNum","8270","2","","","","","","","","","7","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","23","134258","0.0-5.0-0.3","fixation","","","","","","","","","","","","","","",""
"3747","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?</p><p><img src= 'images/stimuli/59.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/34.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/84.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/45.png' style='width:100%'>3</p></div></div>","50","html-keyboard-response","24","138007","0.0-5.0-1.3","temporalOrder","8270","3","59","images/stimuli/45.png","images/stimuli/84.png","-40","2","images/stimuli/34.png","15","1","7","In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?","28","1","within-walls"
"null","","null","html-keyboard-response","25","138507","0.0-5.0-2.3","blank","","","","","","","","","","","","","","",""
"3558","<p>In the video you just watched, in which room did this object appear?</p><p><img src= 'images/stimuli/59.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","html-keyboard-response","26","142067","0.0-5.0-3.3","roomType","8270","2","","","","","","","","","7","","28","",""
"null","","null","html-keyboard-response","27","142569","0.0-5.0-4.3","blank","","","","","","","","","","","","","","",""
"502","<p>In the video you just watched, on which table did the object appear?</p><p><img src= 'images/stimuli/59.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","html-keyboard-response","28","143072","0.0-5.0-5.3","tableNum","8270","2","","","","","","","","","7","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","29","143573","0.0-5.0-0.4","fixation","","","","","","","","","","","","","","",""
"4936","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?</p><p><img src= 'images/stimuli/2.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/66.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/9.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/68.png' style='width:100%'>3</p></div></div>","49","html-keyboard-response","30","148511","0.0-5.0-1.4","temporalOrder","8270","3","2","images/stimuli/68.png","images/stimuli/66.png","-12","1","images/stimuli/9.png","5","2","7","In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?","40","1","within-walls"
"null","","null","html-keyboard-response","31","149013","0.0-5.0-2.4","blank","","","","","","","","","","","","","","",""
"2287","<p>In the video you just watched, in which room did this object appear?</p><p><img src= 'images/stimuli/2.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","html-keyboard-response","32","151301","0.0-5.0-3.4","roomType","8270","2","","","","","","","","","7","","40","",""
"null","","null","html-keyboard-response","33","151802","0.0-5.0-4.4","blank","","","","","","","","","","","","","","",""
"235","<p>In the video you just watched, on which table did the object appear?</p><p><img src= 'images/stimuli/2.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","html-keyboard-response","34","152037","0.0-5.0-5.4","tableNum","8270","2","","","","","","","","","7","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","35","152539","0.0-5.0-0.5","fixation","","","","","","","","","","","","","","",""
"6070","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?</p><p><img src= 'images/stimuli/34.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/16.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/68.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/47.png' style='width:100%'>3</p></div></div>","50","html-keyboard-response","36","158612","0.0-5.0-1.5","temporalOrder","8270","1","34","images/stimuli/16.png","images/stimuli/47.png","-68","3","images/stimuli/68.png","10","2","7","In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?","35","0","across"
"null","","null","html-keyboard-response","37","159113","0.0-5.0-2.5","blank","","","","","","","","","","","","","","",""
"1016","<p>In the video you just watched, in which room did this object appear?</p><p><img src= 'images/stimuli/34.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","html-keyboard-response","38","160131","0.0-5.0-3.5","roomType","8270","1","","","","","","","","","7","","35","",""
"null","","null","html-keyboard-response","39","160632","0.0-5.0-4.5","blank","","","","","","","","","","","","","","",""
"207","<p>In the video you just watched, on which table did the object appear?</p><p><img src= 'images/stimuli/34.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","html-keyboard-response","40","160839","0.0-5.0-5.5","tableNum","8270","3","","","","","","","","","7","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","41","161340","0.0-5.0-0.6","fixation","","","","","","","","","","","","","","",""
"3612","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?</p><p><img src= 'images/stimuli/82.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/78.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/66.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/39.png' style='width:100%'>3</p></div></div>","51","html-keyboard-response","42","164954","0.0-5.0-1.6","temporalOrder","8270","2","82","images/stimuli/66.png","images/stimuli/39.png","-62","3","images/stimuli/78.png","23","1","7","In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?","33","0","across"
"null","","null","html-keyboard-response","43","165454","0.0-5.0-2.6","blank","","","","","","","","","","","","","","",""
"1531","<p>In the video you just watched, in which room did this object appear?</p><p><img src= 'images/stimuli/82.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","html-keyboard-response","44","166986","0.0-5.0-3.6","roomType","8270","1","","","","","","","","","7","","33","",""
"null","","null","html-keyboard-response","45","167487","0.0-5.0-4.6","blank","","","","","","","","","","","","","","",""
"449","<p>In the video you just watched, on which table did the object appear?</p><p><img src= 'images/stimuli/82.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","49","html-keyboard-response","46","167938","0.0-5.0-5.6","tableNum","8270","3","","","","","","","","","7","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","47","168438","0.0-5.0-0.7","fixation","","","","","","","","","","","","","","",""
"2936","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?</p><p><img src= 'images/stimuli/35.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/74.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/47.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/57.png' style='width:100%'>3</p></div></div>","50","html-keyboard-response","48","171377","0.0-5.0-1.7","temporalOrder","8270","1","35","images/stimuli/74.png","images/stimuli/47.png","-4","2","images/stimuli/57.png","67","3","7","In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?","3","0","across"
"null","","null","html-keyboard-response","49","171880","0.0-5.0-2.7","blank","","","","","","","","","","","","","","",""
"1286","<p>In the video you just watched, in which room did this object appear?</p><p><img src= 'images/stimuli/35.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","html-keyboard-response","50","173166","0.0-5.0-3.7","roomType","8270","1","","","","","","","","","7","","3","",""
"null","","null","html-keyboard-response","51","173667","0.0-5.0-4.7","blank","","","","","","","","","","","","","","",""
"72","<p>In the video you just watched, on which table did the object appear?</p><p><img src= 'images/stimuli/35.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","49","html-keyboard-response","52","173740","0.0-5.0-5.7","tableNum","8270","3","","","","","","","","","7","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","53","174241","0.0-5.0-0.8","fixation","","","","","","","","","","","","","","",""
"3396","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?</p><p><img src= 'images/stimuli/27.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/12.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/47.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/38.png' style='width:100%'>3</p></div></div>","50","html-keyboard-response","54","177639","0.0-5.0-1.8","temporalOrder","8270","1","27","images/stimuli/12.png","images/stimuli/47.png","-14","2","images/stimuli/38.png","71","3","7","In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?","8","0","across"
"null","","null","html-keyboard-response","55","178139","0.0-5.0-2.8","blank","","","","","","","","","","","","","","",""
"855","<p>In the video you just watched, in which room did this object appear?</p><p><img src= 'images/stimuli/27.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","html-keyboard-response","56","178996","0.0-5.0-3.8","roomType","8270","2","","","","","","","","","7","","8","",""
"null","","null","html-keyboard-response","57","179497","0.0-5.0-4.8","blank","","","","","","","","","","","","","","",""
"421","<p>In the video you just watched, on which table did the object appear?</p><p><img src= 'images/stimuli/27.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","49","html-keyboard-response","58","179920","0.0-5.0-5.8","tableNum","8270","3","","","","","","","","","7","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","59","180420","0.0-5.0-0.9","fixation","","","","","","","","","","","","","","",""
"2909","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?</p><p><img src= 'images/stimuli/63.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/57.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/15.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/8.png' style='width:100%'>3</p></div></div>","51","html-keyboard-response","60","183331","0.0-5.0-1.9","temporalOrder","8270","2","63","images/stimuli/15.png","images/stimuli/8.png","-17","3","images/stimuli/57.png","36","1","7","In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?","19","1","within-no-walls"
"null","","null","html-keyboard-response","61","183831","0.0-5.0-2.9","blank","","","","","","","","","","","","","","",""
"2478","<p>In the video you just watched, in which room did this object appear?</p><p><img src= 'images/stimuli/63.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","html-keyboard-response","62","186312","0.0-5.0-3.9","roomType","8270","1","","","","","","","","","7","","19","",""
"null","","null","html-keyboard-response","63","186813","0.0-5.0-4.9","blank","","","","","","","","","","","","","","",""
"178","<p>In the video you just watched, on which table did the object appear?</p><p><img src= 'images/stimuli/63.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","html-keyboard-response","64","186992","0.0-5.0-5.9","tableNum","8270","2","","","","","","","","","7","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","65","187493","0.0-5.0-0.10","fixation","","","","","","","","","","","","","","",""
"3287","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?</p><p><img src= 'images/stimuli/12.png' style='width: 33%'></p><div class='row'><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/71.png' style='width:100%'>1</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/73.png' style='width:100%'>2</p></div><div class='threeColumn'><p style='float: left; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/24.png' style='width:100%'>3</p></div></div>","51","html-keyboard-response","66","190782","0.0-5.0-1.10","temporalOrder","8270","2","12","images/stimuli/73.png","images/stimuli/71.png","-8","1","images/stimuli/24.png","32","3","7","In the video you just watched, which one of the three objects at the bottom of the screen appeared immediately after this object?","9","1","within-no-walls"
"null","","null","html-keyboard-response","67","191283","0.0-5.0-2.10","blank","","","","","","","","","","","","","","",""
"666","<p>In the video you just watched, in which room did this object appear?</p><p><img src= 'images/stimuli/12.png' style='width: 33%'></p><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/nw_room.png' style='width:50%'></p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'><img src= 'images/stimuli/ww_room.png' style='width:50%'></p></div></div><div class='row'><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>1</p></div><div class='twoColumn'><p style='float: center; font-size: 20pt; text-align: center;'>2</p></div>","50","html-keyboard-response","68","191950","0.0-5.0-3.10","roomType","8270","1","","","","","","","","","7","","9","",""
"null","","null","html-keyboard-response","69","192451","0.0-5.0-4.10","blank","","","","","","","","","","","","","","",""
"17","<p>In the video you just watched, on which table did the object appear?</p><p><img src= 'images/stimuli/12.png' style='width: 33%'></p><img src= 'images/stimuli/nw_table.png' style='width:33%'>","50","html-keyboard-response","70","192469","0.0-5.0-5.10","tableNum","8270","2","","","","","","","","","7","","","",""
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","71","192971","0.0-5.0-0.11","fixation","","","","","","","","","","","","","","",""
