"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","test_part","worker_id","half","corr_resp","probe","target","foil1","dist1","foil1Pos","foil2","dist2","foil2Pos","subjCond","counterbalance_condition","question","roomNum","roomType","sameRoom","context","probeTable","foil1Table","foil2Table","imageSize"
"4201.375000000553","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/55.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/21.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/78.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/33.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","51","html-keyboard-response","10","25042","0.0-1.0-1.4","temporalOrder","15328","1","1","55","images/stimuli/21.png","images/stimuli/33.png","-26","3","images/stimuli/78.png","15","2","3","3","","37","o","0","across","3","3","2","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","11","25546","0.0-1.0-0.5","fixation","","","","","","","","","","","","","","","","","","","","","",""
"5749.354999999923","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/59.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/55.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/45.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/28.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","51","html-keyboard-response","12","31297","0.0-1.0-1.5","temporalOrder","15328","1","2","59","images/stimuli/45.png","images/stimuli/28.png","-8","3","images/stimuli/55.png","19","1","3","3","","28","o","1","within","2","2","3","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","13","31798","0.0-1.0-0.6","fixation","","","","","","","","","","","","","","","","","","","","","",""
"7073.800000001938","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/40.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/18.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/59.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/55.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","49","html-keyboard-response","14","38874","0.0-1.0-1.6","temporalOrder","15328","1","1","40","images/stimuli/18.png","images/stimuli/59.png","-5","2","images/stimuli/55.png","14","3","3","3","","30","o","0","across","3","2","3","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","15","39375","0.0-1.0-0.7","fixation","","","","","","","","","","","","","","","","","","","","","",""
"4376.174999997602","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/24.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/85.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/56.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/55.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","49","html-keyboard-response","16","43753","0.0-1.0-1.7","temporalOrder","15328","1","2","24","images/stimuli/56.png","images/stimuli/85.png","-3","1","images/stimuli/55.png","25","3","3","3","","25","o","1","within","2","3","3","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","17","44255","0.0-1.0-0.8","fixation","","","","","","","","","","","","","","","","","","","","","",""
"2320.2650000021094","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/14.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/85.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/38.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/2.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","51","html-keyboard-response","18","46578","0.0-1.0-1.8","temporalOrder","15328","1","3","14","images/stimuli/2.png","images/stimuli/85.png","-32","1","images/stimuli/38.png","9","2","3","3","","39","o","0","across","3","3","2","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","19","47079","0.0-1.0-0.9","fixation","","","","","","","","","","","","","","","","","","","","","",""
"3625.050000002375","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/9.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/11.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/42.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/41.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","50","html-keyboard-response","20","50706","0.0-1.0-1.9","temporalOrder","15328","1","1","9","images/stimuli/11.png","images/stimuli/41.png","-21","3","images/stimuli/42.png","4","2","3","3","","42","o","0","across","3","2","3","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","21","51207","0.0-1.0-0.10","fixation","","","","","","","","","","","","","","","","","","","","","",""
"4181.974999999511","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/57.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/55.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/38.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/3.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","50","html-keyboard-response","22","55393","0.0-1.0-1.10","temporalOrder","15328","1","1","57","images/stimuli/55.png","images/stimuli/3.png","-4","3","images/stimuli/38.png","14","2","3","3","","37","o","1","within","2","2","2","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","23","55895","0.0-1.0-0.11","fixation","","","","","","","","","","","","","","","","","","","","","",""
"5122.845000001689","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/75.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/28.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/11.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/54.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","51","html-keyboard-response","24","61020","0.0-1.0-1.11","temporalOrder","15328","1","3","75","images/stimuli/54.png","images/stimuli/28.png","-29","1","images/stimuli/11.png","9","2","3","3","","38","o","0","across","3","2","2","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","25","61521","0.0-1.0-0.12","fixation","","","","","","","","","","","","","","","","","","","","","",""
"6454.539999998815","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/66.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/57.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/31.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/67.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","51","html-keyboard-response","26","67978","0.0-1.0-1.12","temporalOrder","15328","1","3","66","images/stimuli/67.png","images/stimuli/31.png","-14","2","images/stimuli/57.png","6","1","3","3","","34","o","1","within","2","2","2","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","27","68479","0.0-1.0-0.13","fixation","","","","","","","","","","","","","","","","","","","","","",""
"4489.770000000135","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/21.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/7.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/75.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/25.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","50","html-keyboard-response","28","72970","0.0-1.0-1.13","temporalOrder","15328","1","2","21","images/stimuli/75.png","images/stimuli/25.png","-11","3","images/stimuli/7.png","8","1","3","3","","38","o","1","within","2","3","2","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","29","73472","0.0-1.0-0.14","fixation","","","","","","","","","","","","","","","","","","","","","",""
"4239.2800000016","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/68.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/13.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/42.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/20.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","51","html-keyboard-response","30","77714","0.0-1.0-1.14","temporalOrder","15328","1","1","68","images/stimuli/13.png","images/stimuli/20.png","-22","3","images/stimuli/42.png","8","2","3","3","","40","o","0","across","3","3","3","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","31","78219","0.0-1.0-0.15","fixation","","","","","","","","","","","","","","","","","","","","","",""
"1444.1200000001118","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/19.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/54.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/7.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/38.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","51","html-keyboard-response","32","79665","0.0-1.0-1.15","temporalOrder","15328","1","2","19","images/stimuli/7.png","images/stimuli/54.png","-5","1","images/stimuli/38.png","5","3","3","3","","41","o","0","across","3","2","2","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","33","80167","0.0-1.0-0.16","fixation","","","","","","","","","","","","","","","","","","","","","",""
"6377.394999999524","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/16.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/59.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/6.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/23.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","51","html-keyboard-response","34","86546","0.0-1.0-1.16","temporalOrder","15328","1","3","16","images/stimuli/23.png","images/stimuli/59.png","-16","1","images/stimuli/6.png","15","2","3","3","","36","o","1","within","2","2","3","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","35","87047","0.0-1.0-0.17","fixation","","","","","","","","","","","","","","","","","","","","","",""
"6319.844999998168","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/6.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/38.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/41.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/78.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","51","html-keyboard-response","36","93369","0.0-1.0-1.17","temporalOrder","15328","1","1","6","images/stimuli/38.png","images/stimuli/41.png","-23","2","images/stimuli/78.png","3","3","3","3","","43","o","0","across","3","2","2","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","37","93871","0.0-1.0-0.18","fixation","","","","","","","","","","","","","","","","","","","","","",""
"1518.4650000010151","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/25.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/62.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/59.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/55.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","49","html-keyboard-response","38","95393","0.0-1.0-1.18","temporalOrder","15328","1","1","25","images/stimuli/62.png","images/stimuli/59.png","-9","2","images/stimuli/55.png","10","3","3","3","","32","o","0","across","3","2","3","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","39","95894","0.0-1.0-0.19","fixation","","","","","","","","","","","","","","","","","","","","","",""
"3498.1950000001234","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/50.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/11.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/49.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/33.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","50","html-keyboard-response","40","99394","0.0-1.0-1.19","temporalOrder","15328","1","2","50","images/stimuli/49.png","images/stimuli/33.png","-3","3","images/stimuli/11.png","34","1","3","3","","26","o","1","within","2","3","2","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","41","99895","0.0-1.0-0.20","fixation","","","","","","","","","","","","","","","","","","","","","",""
"2255.584999998973","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/56.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/14.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/85.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/50.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","51","html-keyboard-response","42","102153","0.0-1.0-1.20","temporalOrder","15328","1","3","56","images/stimuli/50.png","images/stimuli/85.png","-4","2","images/stimuli/14.png","28","1","3","3","","25","o","0","across","3","3","3","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","43","102654","0.0-1.0-0.21","fixation","","","","","","","","","","","","","","","","","","","","","",""
"4998.544999998558","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/45.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/48.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/28.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/6.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","49","html-keyboard-response","44","107657","0.0-1.0-1.21","temporalOrder","15328","1","1","45","images/stimuli/48.png","images/stimuli/28.png","-9","2","images/stimuli/6.png","30","3","3","3","","28","o","0","across","3","2","3","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","45","108159","0.0-1.0-0.22","fixation","","","","","","","","","","","","","","","","","","","","","",""
"2047.6600000001781","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/48.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/9.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/20.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/49.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","49","html-keyboard-response","46","110209","0.0-1.0-1.22","temporalOrder","15328","1","2","48","images/stimuli/20.png","images/stimuli/49.png","-5","3","images/stimuli/9.png","27","1","3","3","","29","o","1","within","2","3","3","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","47","110710","0.0-1.0-0.23","fixation","","","","","","","","","","","","","","","","","","","","","",""
"1776.1299999983748","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/54.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/19.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/55.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/14.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","50","html-keyboard-response","48","112489","0.0-1.0-1.23","temporalOrder","15328","1","3","54","images/stimuli/14.png","images/stimuli/55.png","-3","2","images/stimuli/19.png","5","1","3","3","","39","o","1","within","2","3","3","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","49","112990","0.0-1.0-0.24","fixation","","","","","","","","","","","","","","","","","","","","","",""
"5273.604999998497","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/31.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/85.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/1.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/11.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","49","html-keyboard-response","50","118265","0.0-1.0-1.24","temporalOrder","15328","1","2","31","images/stimuli/1.png","images/stimuli/85.png","-7","1","images/stimuli/11.png","32","3","3","3","","27","o","1","within","2","3","2","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","51","118766","0.0-1.0-0.25","fixation","","","","","","","","","","","","","","","","","","","","","",""
"2033.0450000001292","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/13.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/11.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/19.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/24.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","50","html-keyboard-response","52","120801","0.0-1.0-1.25","temporalOrder","15328","1","2","13","images/stimuli/19.png","images/stimuli/24.png","-32","3","images/stimuli/11.png","4","1","3","3","","41","o","1","within","2","2","2","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","53","121302","0.0-1.0-0.26","fixation","","","","","","","","","","","","","","","","","","","","","",""
"2497.0199999988836","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/60.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/42.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/45.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/41.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","50","html-keyboard-response","54","123801","0.0-1.0-1.26","temporalOrder","15328","1","3","60","images/stimuli/41.png","images/stimuli/45.png","-6","2","images/stimuli/42.png","26","1","3","3","","31","o","0","across","3","3","3","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","55","124302","0.0-1.0-0.27","fixation","","","","","","","","","","","","","","","","","","","","","",""
"2967.5700000007055","<p>In the video you just watched, which one of the three objects at the bottom of the screen appeared <strong>immediately after</strong> this object?</p><div class='grid'><img class='top' src='images/stimuli/10.png' style='width:344.6085409252669px;height: 267.5px;'><div class='threeColumn'><img src='images/stimuli/56.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>1</div></div><div class='threeColumn'><img src='images/stimuli/40.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>2</div></div><div class='threeColumn'><img src='images/stimuli/57.png' style='width:344.6085409252669px;height: 267.5px;'><div class='num'>3</div></div></div>","49","html-keyboard-response","56","127272","0.0-1.0-1.27","temporalOrder","15328","1","2","10","images/stimuli/40.png","images/stimuli/56.png","-9","1","images/stimuli/57.png","14","3","3","3","","30","o","1","within","2","3","2","0.31731909845788847"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","57","127774","0.0-1.0-0.28","fixation","","","","","","","","","","","","","","","","","","","","","",""
